_id,box_color,filter_color,id_product,is_restaurant,min_quantity,mrp,mycart,offer,realization,selling_price,size,size_measuring_unit,sku,stock,tax,p__id,p_actual_price,p_article_no,p_brand,p_category1,p_category1_id,p_category2,p_category2_id,p_category3,p_category3_id,p_description,p_id_category,p_mrp,p_name,p_pic,p_selling_price,p_spec,p_tags,p_wishlist
2118849,,,58013,0,1,99,0,,70,99.0,1 KG,,1005859,266,0,58013,0,800010700,NAMDHARI,Fruits and Vegetables,1,Mango Bazar,1009,Mango Bazar,1010,MANGO MALLIKA,1010,0,MANGO MALLIKA,"[{'_id': '97538', 'pic': 'uploads/product/mango_malikka.jpg', 'pic_thumb': ''}]",0,"[{'_id': '1238149', 'specification': 'Description', 'value': 'MANGO MALLIKA'}]",MANGO MALLIKA,0
2118864,,,56232,0,1,20,0,,17,20.0,250 GM,,1004066,237,0,56232,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Vegetables,29,LEAFY VEGETABLES,37,PALAK LEAF,37,0,PALAK LEAF,"[{'_id': '72102', 'pic': 'uploads/product/palak_new.jpg', 'pic_thumb': ''}, {'_id': '79418', 'pic': 'uploads/product/201636.png', 'pic_thumb': ''}, {'_id': '82600', 'pic': 'uploads/product/201636.png', 'pic_thumb': ''}, {'_id': '85782', 'pic': 'uploads/product/201636.png', 'pic_thumb': ''}, {'_id': '88964', 'pic': 'uploads/product/201636.png', 'pic_thumb': ''}]",0,"[{'_id': '1016037', 'specification': 'Benefits', 'value': 'Great source of iron, insoluble fibres, vitamin A, C and Zinc. Helps improve heart health, good for eyes, good energy booster and diabetic friendly.'}, {'_id': '1205162', 'specification': 'Description', 'value': 'PALAK LEAF'}]",PALAK LEAF,0
2118850,,,58017,0,1,50,0,,40,50.0,1 KG,,1005863,209,0,58017,0,800010700,NAMDHARI,Fruits and Vegetables,1,Mango Bazar,1009,Mango Bazar,1010,MANGO SINDHURAN,1010,0,MANGO SINDHURAN,"[{'_id': '97545', 'pic': 'uploads/product/mango_sendhura.jpg', 'pic_thumb': ''}]",0,"[{'_id': '1238574', 'specification': 'Description', 'value': 'MANGO SINDHURAN'}, {'_id': '1238579', 'specification': 'About', 'value': ""Popular for its sweet fragrance & delicious taste, Mango-Sindhuran easily finds its way to fruit salads, juices, aam ras and ice cream. These mangoes are small round in shape with beautiful red skin & sweet yellow pulpy texture. At Namdhari's we get you finest quality mangoes ripened using purely natural techniques without carbide or any other harmful chemicals.""}]",MANGO SINDHURAN,0
2118845,,,58002,0,1,99,0,,65,99.0,1 KG,,1005847,202,0,58002,0,800010700,NAMDHARI,Fruits and Vegetables,1,Mango Bazar,1009,Mango Bazar,1010,MANGO ALPHANSO,1010,0,MANGO ALPHANSO,"[{'_id': '97358', 'pic': 'uploads/product/mango_alphonso.jpg', 'pic_thumb': ''}]",0,"[{'_id': '1238570', 'specification': 'Description', 'value': 'MANGO ALPHANSO'}, {'_id': '1238584', 'specification': 'About', 'value': ""Summer is finally here & with it, the wait for King of fruits - Mango is finally over. The shiny yellow skin with a hint of red, the succulent texture, sweet & tart taste & flavour of Alphanso is nothing short of true pleasure.  At Namdhari's we bring you best quality naturally riped mangoes that are great to taste & safe for consumption. Alphonso mango is rich in antioxidants & a huge source of iron.  Keep it in a cool dry place away from direct sunlight for longer shelf life.""}]",MANGO ALPHANSO,0
2126568,,,61602,0,1,30,0,,28,30.0,1 KG,,2126088,199,0,61602,0,800010700,NAMDHARI,Fruits and Vegetables,1,Exotic Fruits & Vegetables,736,EXOTIC VEGETABLES,737,Tomatopremium -Salad,737,0,Tomatopremium -Salad,"[{'_id': '96146', 'pic': 'uploads/product/201674.jpg', 'pic_thumb': ''}]",0,"[{'_id': '1015995', 'specification': 'Benefits', 'value': 'Tomatoes are the major source of antioxidants, vitamin C, K, folate. Tomatoes are believed to reduce the risk of cancer and heart disease.'}, {'_id': '1015996', 'specification': 'Recipes', 'value': 'You can use these to make a healthy and wholesome salad, use it in toppings for pizza, roast it with other exotic vegetables. The sweet intensive taste of these premium tomatoes adds a flavour and texture of any dish.'}, {'_id': '1204997', 'specification': 'Description', 'value': 'Tomatopremium -Salad'}]",Tomatopremium -Salad,0
2118755,,,54239,0,1,30,0,,26,30.0,1 KG(APPROX 6 TO 7 PCS),,1003862,192,0,54239,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Fruits,10,"BANANA, GUAVA & SAPOTA",12,BANANA ROBUSTA,12,0,BANANA ROBUSTA,"[{'_id': '96339', 'pic': 'uploads/product/1003862_a.png', 'pic_thumb': ''}]",0,"[{'_id': '284680', 'specification': 'How To Use', 'value': 'It may be eaten in their whole form, sliced and added to fruit salad, your breakfast cereal or mashed and added to muffin and bread recipes. Use mashed bananas to substitute for butter or oil when making cookies to make it healthier.'}, {'_id': '284681', 'specification': 'Benefits', 'value': 'The natural sugars in bananas , sucrose, fructose and glucose along with fiber in a banana gives an instant, sustained and substantial boost of energy. It is easy to digest food and reduces irritation by coating the lining of the stomach and soothes ulcer'}, {'_id': '284682', 'specification': 'About', 'value': 'Robusta Semi Ripe Bananas are around 6-7 inches long. Robusta has a dissimilar sweet flavor, good smell and the texture is mushy and smooth. They come neatly filled in their own wrapper, want not be washed before eating and are very moveable too. One bana'}, {'_id': '1238122', 'specification': 'Description', 'value': 'BANANA ROBUSTA'}]",BANANA ROBUSTA,0
2118756,,,54239,0,1,15,0,,13,15.0,500 GM(APPROX 3 TO 4 PCS),,1003863,385,0,54239,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Fruits,10,"BANANA, GUAVA & SAPOTA",12,BANANA ROBUSTA,12,0,BANANA ROBUSTA,"[{'_id': '96339', 'pic': 'uploads/product/1003862_a.png', 'pic_thumb': ''}]",0,"[{'_id': '284680', 'specification': 'How To Use', 'value': 'It may be eaten in their whole form, sliced and added to fruit salad, your breakfast cereal or mashed and added to muffin and bread recipes. Use mashed bananas to substitute for butter or oil when making cookies to make it healthier.'}, {'_id': '284681', 'specification': 'Benefits', 'value': 'The natural sugars in bananas , sucrose, fructose and glucose along with fiber in a banana gives an instant, sustained and substantial boost of energy. It is easy to digest food and reduces irritation by coating the lining of the stomach and soothes ulcer'}, {'_id': '284682', 'specification': 'About', 'value': 'Robusta Semi Ripe Bananas are around 6-7 inches long. Robusta has a dissimilar sweet flavor, good smell and the texture is mushy and smooth. They come neatly filled in their own wrapper, want not be washed before eating and are very moveable too. One bana'}, {'_id': '1238122', 'specification': 'Description', 'value': 'BANANA ROBUSTA'}]",BANANA ROBUSTA,0
2118872,,,54370,0,1,34,0,,10.5,30.0,1 KG(APPROX 10 TO 12 PCS),,1004099,190,0,54370,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Vegetables,29,"ONION, POTATO & TOMATOES",38,POTATO 1KG,38,0,Potato 1Kg,"[{'_id': '97657', 'pic': 'uploads/product/potato-1.jpg', 'pic_thumb': ''}, {'_id': '97658', 'pic': 'uploads/product/201921.png', 'pic_thumb': ''}, {'_id': '97659', 'pic': 'uploads/product/201921.png', 'pic_thumb': ''}, {'_id': '97660', 'pic': 'uploads/product/201921.png', 'pic_thumb': ''}, {'_id': '97661', 'pic': 'uploads/product/201921.png', 'pic_thumb': ''}, {'_id': '97662', 'pic': 'uploads/product/1004099.jpg', 'pic_thumb': ''}]",0,"[{'_id': '282771', 'specification': 'About', 'value': 'Potato is a starchy, root vegetable and is the fourth largest crop in terms of fresh produce. It has excellent nutritional value and is an important part of the diet in many countries. Potato is rich in Carbohydrates, proteins, vitamins (especially Vitamin C and Vitamin B6) and minerals (especially Potassium and Iron). Cooking potatoes in their skin tends to result in less leaching of minerals and vitamins.'}, {'_id': '1011514', 'specification': 'Benefits', 'value': 'Potatoes due to its calcium, iron, phosphorus, and zinc-rich nutrient composition help prevent osteoporosis. The fibre, potassium, Vitamin C, and Vitamin B6 content aid in reducing cholesterol, thereby, decrease the risk of heart disease.'}, {'_id': '1014515', 'specification': 'Storage and Use', 'value': 'Potatoes are best placed in a well-ventilated container stored in a dry location, away from sunlight.   Potatoes can be prepared in many ways, including, baked, boiled and steamed. Potato can be sliced and roasted in the oven. To ensure you receive the maximum amount of nutrients from the Potato, boil it without peeling the skin.'}, {'_id': '1014516', 'specification': 'Scientific Name', 'value': 'Solanum tuberosum'}, {'_id': '1205166', 'specification': 'Description', 'value': 'POTATO'}]",POTATO,0
2118815,,,54279,0,1,24,0,,28,24.0,1 KG(APPROX 5 TO 6 PCS),,1003930,183,0,54279,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Vegetables,29,OTHER VEGETABLES,574,CUCUMBER REGULAR,574,0,CUCUMBER REGULAR,"[{'_id': '96367', 'pic': 'uploads/product/1003930_a.png', 'pic_thumb': ''}]",0,"[{'_id': '282504', 'specification': 'How To Use', 'value': 'It is used as a popular fresh vegetable in a variety of salads & sandwiches. It can simply be salted and eaten fresh as well.'}, {'_id': '282505', 'specification': 'Benefits', 'value': 'Cucumber is known to contain lignins that reduces risk of several cancer types including breast, ovarian, uterine and prostate cancers. Cucumbers contain 95 percent water, which keeps the body hydrated. Cucumbers have been used for ages in daily skin care'}, {'_id': '282506', 'specification': 'About', 'value': 'Hybrid cucumber contains a striped light-dark green colored outer skin that can be peeled off or consumed. The flesh is watery and crunchy. It is an extremely good source of vitamins and minerals. It is low in calories and high in water content. Product i'}, {'_id': '1205150', 'specification': 'Description', 'value': 'CUCUMBER REGULAR'}]",CUCUMBER REGULAR,0
2118816,,,54279,0,1,12,0,,14,12.0,500 GM(APPROX 2 TO 3 PCS),,1003931,368,0,54279,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Vegetables,29,OTHER VEGETABLES,574,CUCUMBER REGULAR,574,0,CUCUMBER REGULAR,"[{'_id': '96367', 'pic': 'uploads/product/1003930_a.png', 'pic_thumb': ''}]",0,"[{'_id': '282504', 'specification': 'How To Use', 'value': 'It is used as a popular fresh vegetable in a variety of salads & sandwiches. It can simply be salted and eaten fresh as well.'}, {'_id': '282505', 'specification': 'Benefits', 'value': 'Cucumber is known to contain lignins that reduces risk of several cancer types including breast, ovarian, uterine and prostate cancers. Cucumbers contain 95 percent water, which keeps the body hydrated. Cucumbers have been used for ages in daily skin care'}, {'_id': '282506', 'specification': 'About', 'value': 'Hybrid cucumber contains a striped light-dark green colored outer skin that can be peeled off or consumed. The flesh is watery and crunchy. It is an extremely good source of vitamins and minerals. It is low in calories and high in water content. Product i'}, {'_id': '1205150', 'specification': 'Description', 'value': 'CUCUMBER REGULAR'}]",CUCUMBER REGULAR,0
2118847,,,58004,0,1,69,0,,50,69.0,1 KG,,1005850,181,0,58004,0,800010700,NAMDHARI,Fruits and Vegetables,1,Mango Bazar,1009,Mango Bazar,1010,MANGO BANGANPALLI,1010,0,MANGO BANGANPALLI,"[{'_id': '97212', 'pic': 'uploads/product/banganapalli-mango.jpeg', 'pic_thumb': ''}, {'_id': '97213', 'pic': 'uploads/product/banganapalli-mango.jpeg', 'pic_thumb': ''}, {'_id': '97214', 'pic': 'uploads/product/banganapalli-mango.jpeg', 'pic_thumb': ''}, {'_id': '97215', 'pic': 'uploads/product/banganapalli-mango.jpeg', 'pic_thumb': ''}, {'_id': '97216', 'pic': 'uploads/product/banganapalli-mango.jpeg', 'pic_thumb': ''}, {'_id': '97217', 'pic': 'uploads/product/1005850.jpg', 'pic_thumb': ''}]",0,"[{'_id': '1238571', 'specification': 'Description', 'value': 'MANGO BANGANPALLI'}, {'_id': '1238578', 'specification': 'About', 'value': ""Nothing is as synonymous to an Indian summer as delicious,‘King of Fruits' - Mango. With its pleasant aroma, smooth blemish-free skin and fibre-free yellow pulp, Banganapalli is certainly one of the most popular mangoes of South India.  At Namdhari's we bring you finest quality mangoes ripened using purely natural techniques without any chemicals.""}]",MANGO BANGANPALLI,0
2126573,,,61605,0,1,50,0,,21,50.0, 1.5-2 KG,,2126093,178,0,61605,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Fruits,10,SEASONAL FRUITS,20,Watermelonseedless,20,0,Watermelonseedless,"[{'_id': '92852', 'pic': 'uploads/product/201685.jpg', 'pic_thumb': ''}]",0,"[{'_id': '1238218', 'specification': 'Description', 'value': 'Watermelonseedless'}]",Watermelonseedless,0
2118793,,,54266,0,1,35,0,,18.5,35.0,500 GM,,1003911,348,0,54266,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Vegetables,29,ROOT VEGETABLES,40,CARROT OOTY,40,0,CARROT OOTY,"[{'_id': '96357', 'pic': 'uploads/product/1003910_a.jpg', 'pic_thumb': ''}]",0,"[{'_id': '1011486', 'specification': 'About', 'value': 'Carrot Ooty is named for its cultivation in Ooty and is recognized by its medium-sized, orange colour appearance. They are firm and smooth and contain a milk sweet taste. It is rich in Vitamin A, fibre and water.'}, {'_id': '1014517', 'specification': 'Benefits', 'value': 'Carrot Ooty is rich in Beta-Carotene and Vitamin A which is important for eye health. Carrot juice is known for its anti-carcinogen properties and its mineral-rich property boosts the immune system.'}, {'_id': '1014518', 'specification': 'Storage and Use', 'value': 'Carrots are advised to store in the refrigerator, wrapped in a proliferated bag. It has a good shelf life of 1 to 2 weeks.  Carrot is best eaten raw or cooked. While heating often damages some of the major phytonutrients present in the carrot, the beta carotene is surprisingly heat resistant. It can also be shredded or sliced to be used as a component in Salads'}, {'_id': '1014519', 'specification': 'Scientific Name', 'value': 'Daucus carota'}, {'_id': '1205138', 'specification': 'Description', 'value': 'CARROT OOTY'}]",CARROT OOTY,0
2118792,,,54266,0,1,70,0,,37,70.0,1 KG,,1003910,175,0,54266,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Vegetables,29,ROOT VEGETABLES,40,CARROT OOTY,40,0,CARROT OOTY,"[{'_id': '96357', 'pic': 'uploads/product/1003910_a.jpg', 'pic_thumb': ''}]",0,"[{'_id': '1011486', 'specification': 'About', 'value': 'Carrot Ooty is named for its cultivation in Ooty and is recognized by its medium-sized, orange colour appearance. They are firm and smooth and contain a milk sweet taste. It is rich in Vitamin A, fibre and water.'}, {'_id': '1014517', 'specification': 'Benefits', 'value': 'Carrot Ooty is rich in Beta-Carotene and Vitamin A which is important for eye health. Carrot juice is known for its anti-carcinogen properties and its mineral-rich property boosts the immune system.'}, {'_id': '1014518', 'specification': 'Storage and Use', 'value': 'Carrots are advised to store in the refrigerator, wrapped in a proliferated bag. It has a good shelf life of 1 to 2 weeks.  Carrot is best eaten raw or cooked. While heating often damages some of the major phytonutrients present in the carrot, the beta carotene is surprisingly heat resistant. It can also be shredded or sliced to be used as a component in Salads'}, {'_id': '1014519', 'specification': 'Scientific Name', 'value': 'Daucus carota'}, {'_id': '1205138', 'specification': 'Description', 'value': 'CARROT OOTY'}]",CARROT OOTY,0
2126572,,,57946,0,1,50,0,,23,50.0, 1-1.25 KG,,2126092,169,0,57946,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Fruits,10,OTHER FRUITS,575,Watermelon Crimson Crush,575,0,Watermelon Crimson Crush,"[{'_id': '74517', 'pic': 'uploads/product/watermelon_seedless.png', 'pic_thumb': ''}, {'_id': '92851', 'pic': 'uploads/product/210057.jpg', 'pic_thumb': ''}]",0,"[{'_id': '1238217', 'specification': 'Description', 'value': 'Watermelon Crimson Crush'}]",Watermelon Crimson Crush,0
2118775,,,54256,0,1,35,0,,27,35.0,250 GM,,1003889,166,0,54256,0,800010700,NAMDHARI,Fruits and Vegetables,1,Exotic Fruits & Vegetables,736,EXOTIC VEGETABLES,737,BROCCOLI,737,0,BROCCOLI,"[{'_id': '96563', 'pic': 'uploads/product/1534851237_gallery_image_urlbroccoli.jpg', 'pic_thumb': ''}]",0,"[{'_id': '282379', 'specification': 'About', 'value': 'If you are trying to eat a healthier meal, Broccoli is the best cruciferous vegetable you can include in your meals. In appearance, it resembles a miniature tree and is a nutritional powerhouse full of minerals, vitamins, fibre and antioxidants.'}, {'_id': '282380', 'specification': 'Benefits', 'value': 'Due to its high nutritional content Broccoli has always been associated with a reduced risk of many lifestyle-related health issues. One of the important Vitamin that Broccoli contains is folate and it has found to decrease the risk of breast cancer on women. The antioxidant Vitamin C in Broccoli helps to fight skin damage caused by the sun and pollution.'}, {'_id': '282381', 'specification': 'Storage and Use', 'value': 'To get the best tasting Broccoli, store the unwashed vegetable in loose or perforated plastic bags in the crisper drawer of the refrigerator. Wash Broccoli only before eating.   To consume Broccoli chop and sauté it in drizzled olive oil. Add cracked black pepper and minced garlic for taste. You can also chop Broccoli and add it as your pizza topping or as a component in your next wrap.'}, {'_id': '1011289', 'specification': 'Scientific Name', 'value': 'Brassica oleracea'}, {'_id': '1204941', 'specification': 'Description', 'value': 'BROCCOLI'}]",BROCCOLI,0
2118776,,,54256,0,1,70,0,,55,70.0,500 GM,,1003890,83,0,54256,0,800010700,NAMDHARI,Fruits and Vegetables,1,Exotic Fruits & Vegetables,736,EXOTIC VEGETABLES,737,BROCCOLI,737,0,BROCCOLI,"[{'_id': '96563', 'pic': 'uploads/product/1534851237_gallery_image_urlbroccoli.jpg', 'pic_thumb': ''}]",0,"[{'_id': '282379', 'specification': 'About', 'value': 'If you are trying to eat a healthier meal, Broccoli is the best cruciferous vegetable you can include in your meals. In appearance, it resembles a miniature tree and is a nutritional powerhouse full of minerals, vitamins, fibre and antioxidants.'}, {'_id': '282380', 'specification': 'Benefits', 'value': 'Due to its high nutritional content Broccoli has always been associated with a reduced risk of many lifestyle-related health issues. One of the important Vitamin that Broccoli contains is folate and it has found to decrease the risk of breast cancer on women. The antioxidant Vitamin C in Broccoli helps to fight skin damage caused by the sun and pollution.'}, {'_id': '282381', 'specification': 'Storage and Use', 'value': 'To get the best tasting Broccoli, store the unwashed vegetable in loose or perforated plastic bags in the crisper drawer of the refrigerator. Wash Broccoli only before eating.   To consume Broccoli chop and sauté it in drizzled olive oil. Add cracked black pepper and minced garlic for taste. You can also chop Broccoli and add it as your pizza topping or as a component in your next wrap.'}, {'_id': '1011289', 'specification': 'Scientific Name', 'value': 'Brassica oleracea'}, {'_id': '1204941', 'specification': 'Description', 'value': 'BROCCOLI'}]",BROCCOLI,0
2272545,,,54256,0,1,140,0,,27,140.0,1KG,,2272544,41,0,54256,0,800010700,NAMDHARI,Fruits and Vegetables,1,Exotic Fruits & Vegetables,736,EXOTIC VEGETABLES,737,BROCCOLI,737,0,BROCCOLI,"[{'_id': '96563', 'pic': 'uploads/product/1534851237_gallery_image_urlbroccoli.jpg', 'pic_thumb': ''}]",0,"[{'_id': '282379', 'specification': 'About', 'value': 'If you are trying to eat a healthier meal, Broccoli is the best cruciferous vegetable you can include in your meals. In appearance, it resembles a miniature tree and is a nutritional powerhouse full of minerals, vitamins, fibre and antioxidants.'}, {'_id': '282380', 'specification': 'Benefits', 'value': 'Due to its high nutritional content Broccoli has always been associated with a reduced risk of many lifestyle-related health issues. One of the important Vitamin that Broccoli contains is folate and it has found to decrease the risk of breast cancer on women. The antioxidant Vitamin C in Broccoli helps to fight skin damage caused by the sun and pollution.'}, {'_id': '282381', 'specification': 'Storage and Use', 'value': 'To get the best tasting Broccoli, store the unwashed vegetable in loose or perforated plastic bags in the crisper drawer of the refrigerator. Wash Broccoli only before eating.   To consume Broccoli chop and sauté it in drizzled olive oil. Add cracked black pepper and minced garlic for taste. You can also chop Broccoli and add it as your pizza topping or as a component in your next wrap.'}, {'_id': '1011289', 'specification': 'Scientific Name', 'value': 'Brassica oleracea'}, {'_id': '1204941', 'specification': 'Description', 'value': 'BROCCOLI'}]",BROCCOLI,0
2118852,,,54320,0,1,30,0,,26,30.0,200 GM,,1004020,163,0,54320,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Vegetables,29,LEAFY VEGETABLES,37,METHI LEAF,37,0,METHI LEAF,"[{'_id': '96383', 'pic': 'uploads/product/1004020_a.jpg', 'pic_thumb': ''}]",0,"[{'_id': '284803', 'specification': 'How To Use', 'value': 'Fenugreek leaves are used to make curries and accompaniments for chapattis and rice. They are dried and used as a spice and also extensively for their medicinal properties.'}, {'_id': '284804', 'specification': 'Benefits', 'value': 'These are believed to be a natural remedy for ""arthritis"" & ""anemia"", and are known to aid ""diabetics"" and regulate blood sugar. Being rich in fibre, they aid digestion and prove a cure for constipation. ""Skin inflammations"" and ""acid reflux"" are also rel'}, {'_id': '284805', 'specification': 'About', 'value': 'Fenugreek leaves have a sour taste, however once accustomed; it is very tempting to the flavor buds. They are used both dried & fresh in Indian food preparation. These are a superb supply of iron, calcium, potassium, and Vitamins C & K.'}, {'_id': '1205159', 'specification': 'Description', 'value': 'METHI LEAF'}]",METHI LEAF,0
2126571,,,61604,0,1,70,0,,24,70.0, 1.5-2 KG,,2126091,158,0,61604,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Fruits,10,OTHER FRUITS,575,Water Melon Yellowflesh,575,0,Water Melon Yellowflesh,"[{'_id': '92850', 'pic': 'uploads/product/201680.png', 'pic_thumb': ''}]",0,"[{'_id': '1238216', 'specification': 'Description', 'value': 'Water Melon Yellowflesh'}]",Water Melon Yellowflesh,0
2118857,,,56237,0,1,37.5,0,,20,37.5,PER PC(500-900 GM),,1004030,151,0,56237,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Fruits,10,OTHER FRUITS,575,MUSKMELON CANTALOUPES,575,0,MUSKMELON CANTALOUPES,"[{'_id': '96386', 'pic': 'uploads/product/1004030_a.jpg', 'pic_thumb': ''}]",0,"[{'_id': '1238132', 'specification': 'Description', 'value': 'MUSKMELON CANTALOUPES'}]",MUSKMELON CANTALOUPES,0
2118918,,,54231,0,1,114.5,0,,53,114.5,500 GM,,1003848,143,0,54231,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Fruits,10,Fresh Fruits,11,APPLE ROYAL GALA,11,0,APPLE ROYAL GALA,"[{'_id': '94488', 'pic': 'uploads/product/4024.png', 'pic_thumb': ''}, {'_id': '94489', 'pic': 'uploads/product/4025.png', 'pic_thumb': ''}, {'_id': '94490', 'pic': 'uploads/product/4024.png', 'pic_thumb': ''}, {'_id': '94491', 'pic': 'uploads/product/4025.png', 'pic_thumb': ''}, {'_id': '94492', 'pic': 'uploads/product/201930.jpg', 'pic_thumb': ''}, {'_id': '94493', 'pic': 'uploads/product/4024.png', 'pic_thumb': ''}, {'_id': '94494', 'pic': 'uploads/product/201930.jpg', 'pic_thumb': ''}, {'_id': '94495', 'pic': 'uploads/product/4024.png', 'pic_thumb': ''}, {'_id': '94496', 'pic': 'uploads/product/201930.jpg', 'pic_thumb': ''}, {'_id': '94497', 'pic': 'uploads/product/4024.png', 'pic_thumb': ''}, {'_id': '94498', 'pic': 'uploads/product/201930.jpg', 'pic_thumb': ''}, {'_id': '94499', 'pic': 'uploads/product/4024.png', 'pic_thumb': ''}]",0,"[{'_id': '284650', 'specification': 'About', 'value': 'Imported from New Zealand and Italy, the signature colourings of Apply Royal Gala vary from the full bold stripe on a yellow background to bold red blush. They are usually sweet in taste and are fine-textured with slight aroma.'}, {'_id': '284651', 'specification': 'Benefits', 'value': 'The natural sugar present in Royal Gala apple is Fructose which offers you a dose of energy. It can be used as a natural sweetener in Sodas, and snacks. It is also rich in Vitamin C and healthy Carbohydrates. Vitamin C supports your immune system and produces collagen for healthy skin. Carbohydrates should make up 45-65 per cent of the calories intake each day. As they are the body’s main source of energy, it is advisable to consume carbohydrates from Fruits and Vegetables.'}, {'_id': '284652', 'specification': 'Storage and Use', 'value': 'The ideal storage temperature for the Apple is 30 to 35 degrees F. Cover the apples in a plastic bag with holes in it and place it in a crisper drawer section of the refrigerator.   Royal Gala apple can be consumed raw or can be added to salads. Because of their sweet flavor, they are best used in making Apple Pies.'}, {'_id': '1011354', 'specification': 'Scientific Name', 'value': ""Malus domestics 'Gala'""}, {'_id': '1248628', 'specification': 'Description', 'value': 'APPLE ROYAL GALA'}]",APPLE ROYAL GALA,0
2118811,,,54276,0,1,17,0,,13,17.0,100 GM,,1003923,123,0,54276,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Vegetables,29,LEAFY VEGETABLES,37,CORIANDER,37,0,CORIANDER,"[{'_id': '96365', 'pic': 'uploads/product/1003924_a.jpg', 'pic_thumb': ''}]",0,"[{'_id': '284740', 'specification': 'About', 'value': 'Coriander, also known as Chinese parsley, is considered as an annual herb and a spice. Both its leaves and dried seeds are used as a condiment. The leaves are used as an ingredient in many Indian foods for their rich aroma and lemony citrus flavor.'}, {'_id': '284741', 'specification': 'Benefits', 'value': 'Raw coriander leaves are about 92 per cent water, 2 per cent protein and 4 per cent carbohydrates. They are a rich source of Vitamin C, Vitamin A and Vitamin K with a moderate amount of dietary minerals.  Coriander is known for its anti-inflammatory properties thus aid the treatment of arthritis. It is also good for the digestive system and promotes liver functions and bowel movements.'}, {'_id': '284742', 'specification': 'Storage and Use', 'value': 'Use airtight containers to store the Coriander at home. Exposure to air and heat is a major factor for the deterioration of the flavour and shelf life; hence, it is advisable to store the coriander in an airtight container below 70-degree temperature.   Fresh coriander is used to garnish curry or vegetable dishes. It is also used to add flavor to soups, and chutneys. Coriander seed, which are actually the dried seed of the coriander plant, is used as a spice. Typically used ground, coriander seed has a spicy and citrus flavor.'}, {'_id': '1011494', 'specification': 'Scientific Name', 'value': 'Coriandrum sativum L.'}, {'_id': '1205146', 'specification': 'Description', 'value': 'CORIANDER'}]",CORIANDER,0
2118812,,,54276,0,1,34,0,,26,34.0,200 GM,,1003924,62,0,54276,0,800010700,NAMDHARI,Fruits and Vegetables,1,Fresh Vegetables,29,LEAFY VEGETABLES,37,CORIANDER,37,0,CORIANDER,"[{'_id': '96365', 'pic': 'uploads/product/1003924_a.jpg', 'pic_thumb': ''}]",0,"[{'_id': '284740', 'specification': 'About', 'value': 'Coriander, also known as Chinese parsley, is considered as an annual herb and a spice. Both its leaves and dried seeds are used as a condiment. The leaves are used as an ingredient in many Indian foods for their rich aroma and lemony citrus flavor.'}, {'_id': '284741', 'specification': 'Benefits', 'value': 'Raw coriander leaves are about 92 per cent water, 2 per cent protein and 4 per cent carbohydrates. They are a rich source of Vitamin C, Vitamin A and Vitamin K with a moderate amount of dietary minerals.  Coriander is known for its anti-inflammatory properties thus aid the treatment of arthritis. It is also good for the digestive system and promotes liver functions and bowel movements.'}, {'_id': '284742', 'specification': 'Storage and Use', 'value': 'Use airtight containers to store the Coriander at home. Exposure to air and heat is a major factor for the deterioration of the flavour and shelf life; hence, it is advisable to store the coriander in an airtight container below 70-degree temperature.   Fresh coriander is used to garnish curry or vegetable dishes. It is also used to add flavor to soups, and chutneys. Coriander seed, which are actually the dried seed of the coriander plant, is used as a spice. Typically used ground, coriander seed has a spicy and citrus flavor.'}, {'_id': '1011494', 'specification': 'Scientific Name', 'value': 'Coriandrum sativum L.'}, {'_id': '1205146', 'specification': 'Description', 'value': 'CORIANDER'}]",CORIANDER,0
