,Product_Category,Product_Name,Regular_Price,Sale_Price
395,grocery-and-staples,Herbal Jaggery Brahmi Future Organics 100 gms,250,238
396,grocery-and-staples,Herbal Jaggery Shatavari Future Organics 100 gms,250,238
397,grocery-and-staples,Herbal Jaggery Ashwagandha Future Organics 100 gms,250,238
398,grocery-and-staples,Herbal Jaggery Punarnava Future Organics 100 gms,250,238
399,grocery-and-staples,Bella Liquid Jaggery Organic Avadata 700Gms,250,238
400,grocery-and-staples,Ghee Nandini 500 Ml,245,244
401,grocery-and-staples,Sugar Town 18 Crt 5 Kg,275,248
402,grocery-and-staples,Chakki Atta 24 Carat Town 5 kg,280,252
403,grocery-and-staples,Rice Sona Steam Town 5 Kg,295,266
404,grocery-and-staples,Ayush Natural Flax Seed Chia Seeds  peanut Butter Future Organics 160Gms,300,285
405,grocery-and-staples,Cold Pressed Virgin Farm Coconut Oil Future Organics 250ml,300,285
406,grocery-and-staples,Combo Pack (Moong Dal 1kg+Toor Dal Town 1 Kg) 1 Pack,320,288
407,grocery-and-staples,Wheat Grass Powder Madilu 100Gms,325,309
408,grocery-and-staples,Tamarind 1kg-24 Crt,344,310
409,grocery-and-staples,Rice Sona Raw 24 Carat Town 5 Kg,351,316
410,grocery-and-staples,Ghee GRB 500 Ml Pouch,330,329
411,grocery-and-staples,Hibiscus Red Flower Oil Future Organics 100 ml,350,333
412,grocery-and-staples,Jam Lotus Flower Future Organics 350gms,350,333
413,grocery-and-staples,Grapes Dry 18 Carat Town 1 kg,371,334
414,grocery-and-staples,Coconut Oil (KPL)-1 Ltr,370,354
415,grocery-and-staples,Combo Pack (Cashew nut Whole 100g+ Badam Seeds 100g + Dry Grapes 100g) 24crt Town 1 Pack,398,358
416,grocery-and-staples,Gingelly Oil Idhayam 1 Ltr (Cooking Purpose),371,369
417,grocery-and-staples,Saffron Baby Brand 1 Gm,399,379
418,grocery-and-staples,Morning Miracle Health Drink Future Organics 250 gms,400,380
419,grocery-and-staples,Rice Boiled Meals Town 5 Kg,460,414
420,grocery-and-staples,Gir Cow Ghee Future Organics 175ml,450,428
421,grocery-and-staples,Chakki Atta Town 10 kgs bag,480,432
422,grocery-and-staples,Rice Ponny Raw Town 5 Kg,498,448
423,grocery-and-staples,Rice Bullet ( Colum ) Town 18 Crt 5 Kg,498,448
424,grocery-and-staples,Gir Cow Morning Ghee Future Organics 175ml,500,475
425,grocery-and-staples,Native Indian Cow Ghee Future Organics 175ml,500,475
426,grocery-and-staples,Gir Cow Turmeric  Ghee Future Organics 175ml,500,475
427,grocery-and-staples,Gir Cow Turmeric  Ghee Future Organics 175ml,500,475
428,grocery-and-staples,Ghee Nandini 1 Ltr,490,489
429,grocery-and-staples,Olive Oil Pomace Cesar 1Ltr,700,665
430,grocery-and-staples,Olive Oil Extra Virgin Borges 500 ml,750,699
431,grocery-and-staples,Rice Sona Steam Town 25 Kg,1400,1260
432,grocery-and-staples,Rice Sona Raw 18 Carat Town 25 Kg,1650,1485
433,grocery-and-staples,Anjoor (Figs Dried) Town 1 kg,1726,1553
434,grocery-and-staples,Rice Sona Raw 24carat Town 25kg,1800,1620
435,grocery-and-staples,Apricot Dried Town 1 kg,1964,1768
436,grocery-and-staples,Chiroti Sooji Town 250 Gms,11,9
437,grocery-and-staples,Almond hair Oil Dabur 100ml,65,62
438,grocery-and-staples,Rice Flour 24 Carat Town 500 Gms,34,27
439,grocery-and-staples,Salt Crystal Annapurna 1 Kg,16,15
440,grocery-and-staples,Papad Rice Town 200 Gms,85,77
441,grocery-and-staples,Avalakki Red Pesticides Free Town 500 Gms,60,54
442,grocery-and-staples,Puliagare Powder MTR 200 Gms,90,86
443,grocery-and-staples,Rice Bullet ( Kolam ) Town 24 Crt 5 Kg,529,476
444,grocery-and-staples,Byadgi Chilly  24 Carat Town 250 Gms,128,115
445,grocery-and-staples,Cashewnut 4pc Town 100 Gms,139,125
446,grocery-and-staples,Pista 24 Carat Town 50 gms,155,147
447,grocery-and-staples,Pista 18 Carat Town 50 Gms,145,138
448,grocery-and-staples,Maida Organic Town 500 Gms,39,37
449,grocery-and-staples,Dry Lemon Grass Town 25gms,25,23
450,grocery-and-staples,Mustard (Small) 24 Carat Town 100 Gms,23,21
451,grocery-and-staples,Salt Aashirvad Freeflow 1 Kg,18,17
452,grocery-and-staples,Soya Bean Seeds Town 250gms,34,31
453,grocery-and-staples,Gram Flour 24 Carat Town 250 Gms,36,32
454,grocery-and-staples,Fried Gram 24 Carat Town 250 Gms,33,30
455,grocery-and-staples,Toor Dal Staff Town 500 Gms,54,49
456,grocery-and-staples,Urad Dal Staff Town 500 Gms,59,53
457,grocery-and-staples,Besan Flour Bombay Town 250 Gms,56,50
458,grocery-and-staples,Chakki Atta Organic Town 1 Kg,71,64
459,grocery-and-staples,Chilly Guntur staff Town 250 Gms,69,62
460,grocery-and-staples,Ajwain Seeds (Omam) Organic Town 100 Gms,78,70
461,grocery-and-staples,Millet Foxtail ( Navanakki) Town 1 Kg,101,91
462,grocery-and-staples,Millet Foxtail Organic Town 1 Kg,119,107
463,grocery-and-staples,Chilly Gundu Town 250 Gms,174,157
464,grocery-and-staples,Biulir Dal Bodi Town 250 Gms,196,176
465,grocery-and-staples,Dates Dry Town 1 kg,434,391
466,grocery-and-staples,Badam Seeds 18 Carat Town 1 kg,1253,1128
467,vegetables-fruits,3Kg Mango Alphonso Semi Ripe Town,480,360
468,vegetables-fruits,Apple Royal Gala Itally Town 500 Gms,199,149.5
469,vegetables-fruits,Apple Royal Gala New Zealand Town 500 Gms,266,199.5
470,vegetables-fruits,Apple Green Town 500 Gms,233,174.5
471,vegetables-fruits,Pomegranate Medium Town 500 Gms,85,64
472,vegetables-fruits,Potato Medium (Aloogedde Medium) Town 1 Kg,53,40
473,vegetables-fruits,Tomato (Big) Town 1 Kg,20,15
474,vegetables-fruits,Tomato Ripe (Medium) Town 1 Kg,20,15
475,vegetables-fruits,Tomato Nati  Ripe Town 1kg,20,15
476,vegetables-fruits,Broccoli 24 Crt Town 1 pc,125,94
477,vegetables-fruits,Lemon  Medium (Nimbehannu Medium) Town 1 Pc,5,3.95
478,vegetables-fruits,Capsicum Medium (Dappa Menasinakayi) 500 Gms,35,26.5
479,vegetables-fruits,Capsicum Red 24 Crt Town 500 Gms,45,33.5
480,vegetables-fruits,Cauliflower (Hoo Kosu) medium Town 1No,43,32
481,vegetables-fruits,Cabbage Whole(Yele Kosu Whole) Town 1 pc ( 800 gms to 1 Kg),32,24
482,vegetables-fruits,Red Cabbage 24 Crt Town 1 pc (800gm to 1Kg),37,28
483,vegetables-fruits,Tender Coconut Small (Pack Of 4) Town 1 Pack,183,137
484,vegetables-fruits,Kiwi Fruit Town 24 Crt 1 No,39,29
485,vegetables-fruits,Water Melon Small Town 1 pc ( 2.5 kg  to 3 kg),96,72
486,vegetables-fruits,Musk Melon Stripes Town 1pc ( 1 kg to 1.5kg ),75,56.25
487,vegetables-fruits,Ladies Finger Big (Bendekayi) 18 Crt Town 500 Gms,25,18.5
488,vegetables-fruits,Mushroom Town 200 Gms,65,49
489,vegetables-fruits,Dhant Leaves (Dantina Soppu) 24 Crt Town 100 Gms,6,4.5
490,vegetables-fruits,Arave Soppu Town 24 Crt 100 Gms,8,5.7
491,vegetables-fruits,Green Chilly(Hasiru Menasinakayi) Town 100 Gms,9,6.6
492,vegetables-fruits,Mint Leaves (Pudina Bunch) 24 Crt Town 100 Gms,9,6.7
493,vegetables-fruits,Curry Leaves (Karibevu Soppu) Town 100 Gms,9,6.7
494,vegetables-fruits,Chakota Soppu Town 100 Gms,16,12.2
495,vegetables-fruits,Chilakarive Soppu 24 Crt Town 100 Gms,16,12.1
496,vegetables-fruits,Ivy Gourd Big (Tondekayi) 18 Crt Town 500 Gms,9,6.5
497,vegetables-fruits,Betel Leaf Town  10 Nos,20,15
498,vegetables-fruits,Coriander Leaves (Kottambari Soppu) 24 Crt Town 100 Gms,25,19.1
499,vegetables-fruits,Corn Sweet Town 1 No,27,20
500,vegetables-fruits,Bottle Gourd (Sorekayi) Fresh Rush 1pc ( 800 Gms to 1kg ),31,23
501,vegetables-fruits,Coconut Medium (Tenginakayi) Town 1 No,28,21
502,vegetables-fruits,Banana Stem 1no,28,21
503,vegetables-fruits,Mangalore Cucumber Medium (Manglore Soutekayi) Town 1 pc,32,24
504,vegetables-fruits,Spinach (Palaksoppu) 18 Crt Town 1 Bunch,16,12
505,vegetables-fruits,Brinjal Round White (Bili Gundu Badanekayi) Town 500 Gms,19,14
506,vegetables-fruits,Brinjal Round Medium (Gundu Badanekayi) Town 500 Gms,19,14
507,vegetables-fruits,Lettuce (Ice Burg) 24 Crt Town 250 Gms,39,29.5
508,vegetables-fruits,Cucumber Medium (Souteykayi Medium) Town 500 Gms,21,16
509,vegetables-fruits,Snake Gourd (Padavalakayi) Town 500 Gms,22,16.5
510,vegetables-fruits,Fresh Sprouts Assorted Town 200 g,47,35
511,vegetables-fruits,Fresh Sprouts Bengal Gram Town 200 g,47,35
512,vegetables-fruits,Fresh Sprouts Horse Gram Town 200 g,47,35
513,vegetables-fruits,Fresh Sprouts Karaman i(Brown Lobia) Town 200Gms,47,35
514,vegetables-fruits,Coconut Fresh Grated Town 100 g,47,35
515,vegetables-fruits,Orinko Spinach (Palaksoppu) 200Gms,47,35
516,vegetables-fruits,Mango Totapuri (Raw) (Totapuri Mavina Kayi) Town 500 Gms,24,18
517,vegetables-fruits,Pumpkin White(Boodu Kumbalakayi) Whole (Approx 3 Kg to 5 kg)Town 1pc,197,148
518,vegetables-fruits,Bottle Gourd Small (Sorekayi) 24Crt Town 500 Gms,19,14
519,vegetables-fruits,Green Peas Frozen Town 200 Gms,53,40
520,vegetables-fruits,Musk Melon White Town 1 pc,53,40
521,vegetables-fruits,Beetroot Medium Town 500 Gms,27,20
522,vegetables-fruits,Papaya Semi Ripe Town 1 pc ( 800 gms to 1kg),56,42
523,vegetables-fruits,Pineapple Small Town 1 pc,57,43
524,vegetables-fruits,Lady Finger (Bendekayi) 24 Crt Town 500 Gms,33,24.5
525,vegetables-fruits,Cauliflower Florets (Big Pieces) Town 200 Gms,65,49
526,vegetables-fruits,Cluster beans (Gorikai) town 500 Gms,33,25
527,vegetables-fruits,Carrot Nati Medium Town 500 Gms,35,26.5
528,vegetables-fruits,Nool Kol (Gedde Kosu) Town 500 Gms,35,26.5
529,vegetables-fruits,Brinjal Long Green Medium Town 500 Gms,38,28.5
530,vegetables-fruits,Sweet Potato Medium town 500 Gms,40,30
531,vegetables-fruits,Tender Coconut Small (Pack Of 2) Town 1 Pack,92,69
532,vegetables-fruits,Drumstick (Nuggekayi) Town 500 Gms,47,35
533,vegetables-fruits,Ridge Gourd Medium (Heerekayi) Town 500 Gms,47,35
534,vegetables-fruits,Baby Potato Town Special 1 kg,59,44
535,vegetables-fruits,Beans Small Dices Town 400 g,100,75
536,vegetables-fruits,Assorted Vegetables Town 400 g,111,83
537,vegetables-fruits,Yam Cut Piece (Suvarnagedde) Town 500 Gms,57,42.5
538,vegetables-fruits,Green Peas Frozen Town 500 Gms,63,47.5
539,vegetables-fruits,Sambhar Onion 24 Crt Town 500 Gms,64,48
540,vegetables-fruits,Beans (Ring Beans) Town 500 Gms,69,51.5
541,vegetables-fruits,Mango Baiganpalli Semi Ripe Town 500 Gms,71,53
542,vegetables-fruits,Chinese Cabbage 24 Crt Town 500 Gms,74,55.5
543,vegetables-fruits,Zucchini Green Town Special 500 Gms,80,60
544,vegetables-fruits,Zucchini Yellow Town Special 500 Gms,80,60
545,vegetables-fruits,Garlic Peeled (Belluli Peeled) Town 500 Gms,169,126.5
546,vegetables-fruits,Arbi (Kesuvina Gedde) 24 Crt Town 500 Gms,88,66
547,vegetables-fruits,Garlic (Belluli) 500 Gms,91,68
548,vegetables-fruits,Mango Mallika Semi Ripe Town 500 Gms,93,69.5
549,vegetables-fruits,Avocado Butter Fruit Town 500 Gms,100,75
550,vegetables-fruits,Spring Onion (Eerulli Soppu) 24 Crt Town 500 Gms,100,75
551,vegetables-fruits,Mango Alphonso Semi Ripe Town ( 6Nos) 1 Box,220,165
552,vegetables-fruits,Bitter Gourd (Hagalakayi) Baby Town 500 Gms,113,85
553,vegetables-fruits,Baby Corn Peeled Town 500 Gms,121,90.5
554,vegetables-fruits,Pears Green South Africa Town 500 Gms,167,125
555,vegetables-fruits,Grapes Australian Town 500 Gms,333,249.5
556,vegetables-fruits,Amla Medium Town 500 Gms,133,99.5
557,breakfast-dairy,Corn Flakes Chocos Kelloggs 700gms,299,284
558,breakfast-dairy,Corn Flakes Kelloggs 475 Gms,180,171
559,breakfast-dairy,Wheat Flakes Kelloggs 425 Gms,205,195
560,breakfast-dairy,Corn Flakes Special K Kelloggs 435 Gms,210,200
561,breakfast-dairy,Corn Flakes Kelloggs 250 gms,92,87
562,breakfast-dairy,Oats White Quaker 1 Kg,190,181
563,breakfast-dairy,Bread Multigrain Britannia 400 Gms,50,48
564,breakfast-dairy,Butter Amul 500gms,235,223
565,breakfast-dairy,Butter salted Amul 100g,48,46
566,breakfast-dairy,Butter School Pack Amul (10 Units) 10gms,57,54
567,breakfast-dairy,Butter UnSalted Milky Mist 500gms,224,213
568,breakfast-dairy,Butter Salted Milky Mist 500gms,224,213
569,breakfast-dairy,Butter Salted Milky Mist 100gms,58,55
570,breakfast-dairy,Butter Unsalted Nandini 500 Gms,230,219
571,breakfast-dairy,Butter Salted Nandini 500 gms,230,219
572,breakfast-dairy,Jam Mixed Fruit Kissan 500 gms,150,143
573,breakfast-dairy,Jam Mixed Fruit Kissan 200 gms,65,59
574,breakfast-dairy,Shrikhand Elaichi Milky Mist 100Gms,35,33
575,breakfast-dairy,Cheese Slice Amul 200 gms,122,116
576,breakfast-dairy,Curd Set Milky Mist 400 g,60,57
577,breakfast-dairy,Paneer Milky Mist 200 g,92,87
578,breakfast-dairy,Paneer Nandini 200 Gms,85,81
579,breakfast-dairy,Paneer Fresh Town 100 Gms,60,48
580,breakfast-dairy,Paneer Natural ID 200 g,100,95
581,breakfast-dairy,Paneer Classic Block Gowardhan 200Gms,102,97
582,breakfast-dairy,Milk Homogenised Standardised  Gold Amul 1 Ltr,68,65
583,breakfast-dairy,Rava  Dosa Breakfast Mix MTR 500 Gms,110,105
584,breakfast-dairy,Uttappam Breakfast Mix MTR 500 gms,110,105
585,breakfast-dairy,Peanut Butter Crunchy Natural Bagrrys 340Gms,170,162
586,breakfast-dairy,Peanut Butter Crunchy Sundrop 200 Gms,100,95
587,breakfast-dairy,Peanut Butter Creamy Sundrop 924 Gms,285,271
588,breakfast-dairy,Honey Dabur 400 gms,280,266
589,breakfast-dairy,Organic Honey Turn Organic 250gms,135,128
590,breakfast-dairy,Spreads Ghee Meets Blueberry Epigamia 250g,350,333
591,breakfast-dairy,Thulasi Honey Future Organics 350gms,350,333
592,breakfast-dairy,Himalayan Honey Future Organics 350gms,350,333
593,breakfast-dairy,Honey Dabur 600 gms,199,189
594,breakfast-dairy,Cream Fresh Amul 1 Ltr,197,187
595,breakfast-dairy,Amulya Dairy Whitener Amul 500gms,212,201
596,breakfast-dairy,Cheese Spread Plain Amul 200Gms,85,81
597,breakfast-dairy,Curd Gowardhan 200Gms Pouch,12,11
598,breakfast-dairy,Eggs Town (2 in 1) 1 Pack,25,12
599,breakfast-dairy,Bread Bombay Pav Town 250Gms,35,28
600,breakfast-dairy,Coconut Milk Dabur 200 Ml,75,71
601,breakfast-dairy,Bread Sandwich English Town 400 Gms,40,32
602,breakfast-dairy,Eggs Town (4 in 1) 1 Pack,45,33
603,breakfast-dairy,Bread Wheat Town 400 g,44,38
604,breakfast-dairy,Milk Happy Organic Pouch 500ml,40,38
605,breakfast-dairy,Curd Gowardhan 500Gms Pouch,40,38
606,breakfast-dairy,Bread Multigrain Town 400 Gms,50,40
607,breakfast-dairy,Happy Milk Slim Milk Organic 500ml Pouch,43,41
608,breakfast-dairy,Eggs Town  6 in 1,60,42
609,breakfast-dairy,Bread Brown Dailybread 400g,45,43
610,breakfast-dairy,Bread Brown Britannia 400g,45,43
611,breakfast-dairy,Butter Milk Amul 1Ltr,50,48
612,breakfast-dairy,Bread Multigrain Town 400g,50,48
613,breakfast-dairy,Happy Milk Misti Doi Organic Mud Pot 100ml,50,49
614,breakfast-dairy,Eggs Economy Town (6 in 1) 1 Pack,52,52
615,breakfast-dairy,Health Drinks Yakult 325ml (Pack of 5) 1 No,70,57
616,breakfast-dairy,Happy Milk Classic Organic Pouch Curd 500Gms,60,59
617,breakfast-dairy,Bread Kulcha Town 5 No,35,28
618,breakfast-dairy,Milk Toned Taaza Double Amul 1 Ltr,64,61
619,breakfast-dairy,Curd / Dahi Rich n Thick (Cup) Gowardhan 400Gms,65,62
620,breakfast-dairy,Bread Whole Wheat Britannia 400g,45,43
621,breakfast-dairy,Bread Sandwich Dailybread 400g,35,33
622,breakfast-dairy,Bread Whole Wheat Dailybread 400g,40,38
623,breakfast-dairy,Eggs Plus Ayur (6 in 1) 1 Pack,75,71
624,breakfast-dairy,Sandwich Spread Carrot and Cucumber Veeba 250g,75,71
625,breakfast-dairy,Paneer Fresh Town 200 Gms,90,72
626,breakfast-dairy,Eggs Antibiotic Free Town (6 in 1) 1 Pack,85,78
627,breakfast-dairy,Batter Dosa Millet Paaka 1Kg,90,86
628,breakfast-dairy,Milk Happy Organic Pet Bottle 1Ltr,95,90
629,breakfast-dairy,Happy Milk Slim Milk Organic Pet Bottle 1Ltr,99,94
630,breakfast-dairy,Cardamum Honey Morning Sip Madilu 85Gms,99,94
631,breakfast-dairy,Cinnamon Honey Morning Sip Madilu 85Gms,99,94
632,breakfast-dairy,Clove Honey Morning Sip Madilu 85Gms,99,94
633,breakfast-dairy,Mint Honey Morning Sip Madilu 85Gms,99,94
634,breakfast-dairy,Eggs Town (12 in 1) 1Pack,120,99
635,breakfast-dairy,Rice Idli Mix Breakfast MTR 500 Gms,110,105
636,breakfast-dairy,Curd / Dahi Rich n Thick (Curd Bucket) Gowardhan 1 Kg,119,113
637,breakfast-dairy,Eggs Cage Free and Antibiotic Free Keggs (6 in 1) 1 Pack,125,119
638,breakfast-dairy,Milk Maid 400 Gms,125,119
639,breakfast-dairy,Paneer Organic Farm Fresh Happy Milk 200Gm,120,119
640,breakfast-dairy,Butter Unsalted Organic Happy Milk 100Gms,120,119
641,breakfast-dairy,Soya Milk Sofit 1ltr,130,124
642,breakfast-dairy,Butter Salted Organic Happy Milk 100Gms,125,124
643,breakfast-dairy,Cheese Slices (10 Nos) Milky Mist 200Gms,139,132
644,breakfast-dairy,Cheese Mozzarella Milky Mist 200 gms,140,133
645,breakfast-dairy,Eggs Brown Large Keggs (6 in 1) 1 Pack,140,133
646,breakfast-dairy,Bread Milk Town 400 g,44,35
647,breakfast-dairy,Eggs Antibiotic Free Town (12 in 1) 1 Pack,198,138
648,breakfast-dairy,Eggs Free Range Happy Hens (6 in 1) 1 Pack,150,143
649,breakfast-dairy,Tofu Vegetable Health on plants 200Gms,150,143
650,breakfast-dairy,Tofu Coriander Health on plants 200Gms,150,143
651,breakfast-dairy,Paneer Fresh Town 400 Gms,186,149
652,breakfast-dairy,Millet Little Idly Rava Organic Town 1 Kg,200,180
653,breakfast-dairy,DIBL Chocolate Peanut Butter Spread 330Gms,279,265
654,breakfast-dairy,Ayush Natural Cinnamon Sweet  peanut Butter Future Organics 160Gms,300,285
655,breakfast-dairy,Ayush Lotus Jam Future Organics 250gms,300,285
656,breakfast-dairy,Ayush Natural Moringa Honey Peanut Butter  Future Organics 160gms,300,285
657,breakfast-dairy,Ayush Pepper Thippili Jam  Future Organics 250gms,300,285
658,breakfast-dairy,Neem Honey Future Organics 250gms,300,285
659,breakfast-dairy,Muesli Apple Pie The Bread Company 275Gms,325,309
660,breakfast-dairy,Muesli 20 Superfoods Multigrain The Bread Company 300Gms,325,309
661,breakfast-dairy,Cinnamon Honey Future Organics 250gms,350,333
662,breakfast-dairy,Raw Honey Organic Avadata 450Gms,350,333
663,breakfast-dairy,Granola Oats Tropical Fruit Nut and Seeds The Bread Company 300Gms,350,333
664,breakfast-dairy,Honey Ginger Future Organics 350gms,350,333
665,breakfast-dairy,Ashwagandha Honey Future Organics 250gms,350,333
666,breakfast-dairy,Moringa Honey Future Organics 250gms,350,333
667,breakfast-dairy,Jujube Honey Future Organics 350gms,350,333
668,breakfast-dairy,Sheesham Honey Future Organics 350gms,350,333
669,breakfast-dairy,Saffron Honey Future Organics 350gms,400,380
670,breakfast-dairy,Ashwagandha Honey (Milk Based) Future Organics 350gms,400,380
671,breakfast-dairy,Turmeric Honey (Milk Based) Future Organics 350gms,400,380
672,breakfast-dairy,Peanut Butter Crunchy Natural Bagrrys 1Kg,425,404
673,breakfast-dairy,Peanut Butter Creamy Natural Bagrrys 1Kg,425,404
674,breakfast-dairy,Moringa Honey Future Organics 350gms,450,428
675,breakfast-dairy,Special Jamun Honey Future Organics 250gms,450,428
676,breakfast-dairy,Milk Good Life 500ML (20 Nos Box),540,513
677,breakfast-dairy,Honey Weight Watchers Future Organics 350gms,550,523
678,breakfast-dairy,Milk Slim Good Life Nandini 500 Ml,27,27
679,breakfast-dairy,Eggs Loose Suguna Repacked (6 in 1) 1 Pack,62,59
680,breakfast-dairy,Curd Milky Mist 500 gms,40,38
681,beverages,Beverages Horlicks 1 Kg,428,407
682,beverages,Health Drinks Horlicks 500 Gms,229,218
683,beverages,Soft Drink Can Coca Cola 300 Ml,40,38
684,beverages,Soft Drink Thums Up 750ml,40,38
685,beverages,Tonic Water Indian Schweppes 300 Ml,50,48
686,beverages,Energy Drink Red Bull 250 ml,99,94
687,beverages,Kinley Mineral Water 1 Ltr,20,19
688,beverages,Soft Drink Sprite 1.25 ltr,65,62
689,beverages,Tea Powder Red Label 1 kg,453,430
690,beverages,Tea Powder Red Lable 2 Kg,635,603
691,beverages,Tea Powder Red Label 250 g,110,105
692,beverages,Tea Powder Red Label 100 Gms,35,33
693,beverages,Tea Powder Tata Gold 500 Gms,259,246
694,beverages,Tea Powder Taj Mahal 500Gms,305,290
695,beverages,Tea Powder Taj Mahal 250 g,155,147
696,beverages,Tea Powder Taj Mahal 100 Gms,62,52
697,beverages,Taj Mahal Spicy Ginger Tea bags (25bags) 50gms,150,143
698,beverages,Tea Powder Classic Tata Kanan Devan 1Kg,259,246
699,beverages,Tea Powder Natural Care Red Label 250 g,135,128
700,beverages,Green Tea Honey Lemon Good Morning (25 Tea Bags) Wagh Bakri 1No,140,133
701,beverages,Tea Powder-3 Roses-250 gms,145,138
702,beverages,Green Tea Shudh Kahwa (25 Tea Bags) Wagh Bakri 1No,200,190
703,beverages,Tea Powder-3 Roses 500 Gms,300,285
704,beverages,Masala Tea Powder Town 100 Gms,80,64
705,beverages,Coffee Powder Instant Bru Gold 50Gms,145,138
706,beverages,Soft Drink Sprite 750 Ml,40,38
707,beverages,Fruit Drinks Litchi Delight Tropicana 1 Ltr,110,105
708,beverages,Fruit Drinks Pomegranate Tropicana 1 ltr,110,105
709,beverages,Fruit Drinks Cranberry Tropicana 1 ltr,110,105
710,beverages,Fruit Drinks Mixed Fruit 100% Tropicana 1 Ltr,135,128
711,beverages,Fruit Drinks Orange Real 1 Ltr,99,94
712,beverages,Thick Tomato classic Soup Knorr 53gms,55,52
713,beverages,Health Drinks Bournvita 200 Gms,107,102
714,beverages,Fruit Drinks Litchi Real 1 Ltr,99,94
715,beverages,Fruit Drinks Maaza 150 Ml,10,9
716,beverages,Soya Milk Sofit 200ml,30,29
717,beverages,Slice 600 ml,35,33
718,beverages,Fruit Drinks Maaza 600 Ml,40,38
719,beverages,Soft Drink Fanta 750ml,40,38
720,beverages,Soft Drink Can Sprite 300 Ml,40,38
721,beverages,Soft Drink Coke Cola 750ml,40,38
722,beverages,Coffee Filter Decoction Traditional ID Fresh (5 Sachets) 1Box,50,48
723,beverages,Masala Nimbu Pani smoodies 200ml,50,48
724,beverages,Aam Ka Panna Smoodies 200ml,50,48
725,beverages,Milk Drink Strawberry Chocolate Jaggery Again 200ml,50,48
726,beverages,Fruit Drinks Pomegranate Real 1 Ltr,109,104
727,beverages,Milk Drink Almonds Cashews Dates Again 200ml,50,48
728,beverages,Drinking Yoghurt Alphonso Mango Honey Again 200ml,50,48
729,beverages,Drinking Yoghurt Carrot Orange Banana Again 200ml,50,48
730,beverages,Jal Jeera Masala Powder MDH 100 Gms,53,49
731,beverages,Tea Powder 3 Roses 100 gms,58,55
732,beverages,Fruit Drinks Maaza 1.5Ltr,75,71
733,beverages,Pomegranate Paper Boat 250ml (Pack of 3),105,100
734,beverages,Spice Sip Cinnamon 6 Tea Bags 1Box,45,43
735,beverages,Soft Drink Fanta 1.25Ltr,65,62
736,beverages,Sugar Cubes Daurala 500 g,63,60
737,beverages,Soft Drink Sprite 2.25 ltr,95,90
738,beverages,Mighty Mango smoodies 200ml,70,67
739,beverages,Groove With Guava smoodies 200ml,70,67
740,beverages,Coffee Powder Instant Bru Gold Jar 25Gms,73,69
741,beverages,Nimbu Pani Paper Boat 250ml (Pack of 3),75,71
742,beverages,Coffee Powder Instant Nescafe Classic 25 Gms,75,71
743,beverages,Coffee Filter Decoction Traditional ID Fresh 1 No,80,76
744,beverages,Soft Drink Coca Cola 750 ml,45,43
745,beverages,Alphanso Aamras Paper Boat 250ml (Pack of 3),90,86
746,beverages,Fruit Drinks Pineapple Real 1 Ltr,92,87
747,beverages,Coffee Powder Cothas 200Gms,94,89
748,beverages,Energy Drink Monster 350 ml,95,90
749,beverages,Coffee Powder Cothas 100gms,48,46
750,beverages,Soft Drink Coco Cola 750ML,40,38
751,beverages,Soft Drink Fanta 2.25Ltr,95,90
752,beverages,Real Mixed Fruit 1 Ltr,99,94
753,beverages,Fruit Drinks Mango Real 1 Ltr,99,94
754,beverages,Fruit Drinks Guava Minute Maid 1Ltr,99,94
755,beverages,Fruit Drinks Apple Real 1l,100,95
756,beverages,Jhakaas Jamun Smoodies 200ml,100,95
757,beverages,Lachak Litchi Smoodies 200ml,100,95
758,beverages,Fruit Drinks Cranberry Real 1 ltr,109,104
759,beverages,Energy Drink Red Bull 250 ml,115,109
760,beverages,Crush Strawberry Malas 750 ml,145,138
761,beverages,Crush Mango Malas 750 ml,145,138
762,beverages,Crush Pineapple Malas 750 ml,145,138
763,beverages,Crush Orange Malas 750 ml,145,138
764,beverages,Drumstick and Stevia Tea Future Organics 60 gms,150,143
765,beverages,Badam Thandai Paper Boat 250ml (Pack of 3),150,143
766,beverages,Crush Kiwi Malas 750 ml,165,157
767,beverages,Coffee Powder Greenlabel 500 Gms,168,160
768,beverages,Coffee Powder Instant  Nescafe Sunrise 100 Gms,190,181
769,beverages,Tea Powder Tata Agni 1Kg,220,209
770,beverages,Health Drinks Boost 500 Gms,234,222
771,beverages,Health Drinks Royal Chocolate Complan 500 Gms,280,266
772,beverages,Coffee Powder Cafe Chic Maverick and Farmer 250Gms,320,304
773,beverages,Crush Blueberry Malas 750 ml,320,304
774,beverages,Health Drinks Boost Refill 750 Gms,351,330
775,beverages,Coffee Powder Instant  Nescafe Sunrise 200 Gms,350,333
776,beverages,Coffee Powder Parama Maverick and Farmer 250Gms,370,352
777,beverages,Coffee Powder Tall Dark Handsome Maverick and Farmer 250Gms,400,380
778,beverages,Coffee Powder Say Hello to Mallow Maverick and Farmer 250Gms,400,380
779,beverages,Super Sugarcane smoodies 200ml,50,48
780,beverages,Soda Extra Punch Kinley 750 Ml,20,19
781,beverages,Soft Drink Sprite 1.75 ltr,80,76
782,beverages,Bold Berries smoodies 200ml,80,76
783,beverages,Coffee Powder Bru 500 g,368,350
784,beverages,Health Drinks Bournvita 500 Gms,204,194
785,beverages,Tea Bags Green Tea Tetley 60 G (30 Bags),145,138
